Element,Gx,Gy,Gz,s,Length,Value,Chi1,Chi2,Chi3,#_µ,mag.#,type
QC1LE1295,1.758414,-452.789347,-3.75E-05,1.290001,0.01,-0.0307477,2.803858,-0.012517,-2.56E-19,345,2,129
,,,,,,,,,,,,
QC1LPE129,9            1.768402,-452.788858,-3.96E-05,1.300001,0,-2.25E-07,2.806216,-0.012015,-2.43E-19,346,2,128
,,,,,,,,,,,,
QC1LPE130,1            1.768402,-452.788858,-3.96E-05,1.300001,0,-1.93E-07,2.806216,-0.012015,-2.43E-19,348,2,130
,,,,,,,,,,,,
QC1LE1305,1.768402,-452.788858,-3.96E-05,1.300001,0.01,-0.0307021,2.806216,-0.012015,-2.43E-19,349,2,131
,,,,,,,,,,,,
QC1LPE130,9            1.778390,-452.788368,-4.17E-05,1.310001,0,-1.93E-07,2.808549,-0.011511,-2.30E-19,350,2,130
,,,,,,,,,,,,
QC1LPE131,1            1.778390,-452.788368,-4.17E-05,1.310001,0,-1.68E-07,2.808549,-0.011511,-2.30E-19,352,2,132
,,,,,,,,,,,,
QC1LE1315,1.77839,-452.788368,-4.17E-05,1.310001,0.01,-0.03067,2.808549,-0.011511,-2.30E-19,353,2,133
,,,,,,,,,,,,
QC1LPE131,9            1.788378,-452.787878,-4.37E-05,1.320001,0,-1.68E-07,2.810859,-0.011006,-2.18E-19,354,2,132
,,,,,,,,,,,,
QC1LPE132,1            1.788378,-452.787878,-4.37E-05,1.320001,0,-1.47E-07,2.810859,-0.011006,-2.18E-19,356,2,134
,,,,,,,,,,,,
QC1LE1325,1.788378,-452.787878,-4.37E-05,1.320001,0.01,-0.030648,2.810859,-0.011006,-2.18E-19,357,2,135
,,,,,,,,,,,,
QC1LPE132,9            1.798366,-452.787387,-4.55E-05,1.330001,0,-1.47E-07,2.813149,-0.010499,-2.05E-19,358,2,134
,,,,,,,,,,,,
QC1LPE133,1            1.798366,-452.787387,-4.55E-05,1.330001,0,-1.28E-07,2.813149,-0.010499,-2.05E-19,360,2,136
,,,,,,,,,,,,
QC1LE1335,1.798366,-452.787387,-4.55E-05,1.330001,0.01,-0.0306329,2.813149,-0.010499,-2.05E-19,361,2,137
,,,,,,,,,,,,
QC1LPE133,9            1.808354,-452.786896,-4.73E-05,1.340001,0,-1.28E-07,2.815419,-0.00999,-1.92E-19,362,2,136
,,,,,,,,,,,,
QC1LPE134,1            1.808354,-452.786896,-4.73E-05,1.340001,0,-1.10E-07,2.815419,-0.00999,-1.92E-19,364,2,138
,,,,,,,,,,,,
QC1LE1345,1.808354,-452.786896,-4.73E-05,1.340001,0.01,-0.0306224,2.815419,-0.00999,-1.92E-19,365,2,139
,,,,,,,,,,,,
QC1LPE134,9            1.818342,-452.786405,-4.90E-05,1.350001,0,-1.10E-07,2.817672,-0.009479,-1.80E-19,366,2,138
,,,,,,,,,,,,
QC1LPE135,1            1.818342,-452.786405,-4.90E-05,1.350001,0,-9.17E-08,2.817672,-0.009479,-1.80E-19,368,2,140
,,,,,,,,,,,,
QC1LE1355,1.818342,-452.786405,-4.90E-05,1.350001,0.01,-0.030615,2.817672,-0.009479,-1.80E-19,369,2,141
,,,,,,,,,,,,
QC1LPE135,9            1.828330,-452.785913,-5.06E-05,1.360001,0,-9.17E-08,2.819909,-0.008966,-1.68E-19,370,2,140
,,,,,,,,,,,,
QC1LPE136,1            1.828330,-452.785913,-5.06E-05,1.360001,0,-7.33E-08,2.819909,-0.008966,-1.68E-19,372,2,142
,,,,,,,,,,,,
QC1LE1365,1.82833,-452.785913,-5.06E-05,1.360001,0.01,-0.0306099,2.819909,-0.008966,-1.68E-19,373,2,143
,,,,,,,,,,,,
QC1LPE136,9            1.838317,-452.785421,-5.22E-05,1.370001,0,-7.33E-08,2.82213,-0.008451,-1.56E-19,374,2,142
,,,,,,,,,,,,
QC1LPE137,1            1.838317,-452.785421,-5.22E-05,1.370001,0,-5.42E-08,2.82213,-0.008451,-1.56E-19,376,2,144
,,,,,,,,,,,,
QC1LE1375,1.838317,-452.785421,-5.22E-05,1.370001,0.01,-0.0306063,2.82213,-0.008451,-1.56E-19,377,2,145
,,,,,,,,,,,,
QC1LPE137,9            1.848305,-452.784928,-5.36E-05,1.380001,0,-5.42E-08,2.824338,-0.007933,-1.44E-19,378,2,144
,,,,,,,,,,,,
QC1LPE138,1            1.848305,-452.784928,-5.36E-05,1.380001,0,-3.44E-08,2.824338,-0.007933,-1.44E-19,380,2,146
,,,,,,,,,,,,
QC1LE1385,1.848305,-452.784928,-5.36E-05,1.380001,0.01,-0.0306039,2.824338,-0.007933,-1.44E-19,381,2,147
,,,,,,,,,,,,
QC1LPE138,9            1.858293,-452.784435,-5.49E-05,1.390001,0,-3.44E-08,2.826533,-0.007414,-1.31E-19,382,2,146
,,,,,,,,,,,,
QC1LPE139,1            1.858293,-452.784435,-5.49E-05,1.390001,0,-1.38E-08,2.826533,-0.007414,-1.31E-19,384,2,148
,,,,,,,,,,,,
QC1LE1395,1.858293,-452.784435,-5.49E-05,1.390001,0.01,-0.0306024,2.826533,-0.007414,-1.31E-19,385,2,149
,,,,,,,,,,,,
QC1LPE139,9            1.868281,-452.783942,-5.62E-05,1.400001,0,-1.38E-08,2.828716,-0.006893,-1.19E-19,386,2,148
,,,,,,,,,,,,
QC1LPE140,1            1.868281,-452.783942,-5.62E-05,1.400001,0,7.63E-09,2.828716,-0.006893,-1.19E-19,388,2,150
,,,,,,,,,,,,
QC1LE1405,1.868281,-452.783942,-5.62E-05,1.400001,0.01,-0.0306016,2.828716,-0.006893,-1.19E-19,389,2,151
,,,,,,,,,,,,
QC1LPE140,9            1.878269,-452.783448,-5.73E-05,1.410001,0,7.63E-09,2.830889,-0.006369,-1.08E-19,391,2,150
,,,,,,,,,,,,
ZHQC1LE,1.878269,-452.783448,-5.73E-05,1.410001,0,0,2.830889,-0.006369,-1.08E-19,395,2,11
,,,,,,,,,,,,
ZVQC1LE,1.878269,-452.783448,-5.73E-05,1.410001,0,0,2.904797,-0.021929,2.98E-19,396,2,11
,,,,,,,,,,,,
QC1LPE141,1            1.878269,-452.783448,-5.73E-05,1.410001,0,3.00E-08,2.830889,-0.006369,-1.08E-19,398,2,152
,,,,,,,,,,,,
QC1LE1415,1.878269,-452.783448,-5.73E-05,1.410001,0.01,-0.0306016,2.830889,-0.006369,-1.08E-19,399,2,151
,,,,,,,,,,,,
QC1LPE141,9            1.888257,-452.782954,-5.84E-05,1.420001,0,3.00E-08,2.833052,-0.005844,-9.56E-20,400,2,152
,,,,,,,,,,,,
QC1LPE142,1            1.888257,-452.782954,-5.84E-05,1.420001,0,5.68E-08,2.833052,-0.005844,-9.56E-20,402,2,153
,,,,,,,,,,,,
QC1LE1425,1.888257,-452.782954,-5.84E-05,1.420001,0.01,-0.0306022,2.833052,-0.005844,-9.56E-20,403,2,154
,,,,,,,,,,,,
QC1LPE142,9            1.898244,-452.78246,-5.94E-05,1.430001,0,5.68E-08,2.835207,-0.005317,-8.38E-20,404,2,153
,,,,,,,,,,,,
QC1LPE143,1            1.898244,-452.78246,-5.94E-05,1.430001,0,1.67E-08,2.835207,-0.005317,-8.38E-20,406,2,155
,,,,,,,,,,,,
QC1LE1435,1.898244,-452.78246,-5.94E-05,1.430001,0.01,-0.0306035,2.835207,-0.005317,-8.38E-20,407,2,156
,,,,,,,,,,,,
QC1LPE143,9            1.908232,-452.781965,-6.03E-05,1.440001,0,1.67E-08,2.837355,-0.004788,-7.20E-20,408,2,155
,,,,,,,,,,,,
QC1LE1445,1.908232,-452.781965,-6.03E-05,1.440001,0.01,-0.0306058,2.837355,-0.004788,-7.20E-20,411,2,157
,,,,,,,,,,,,
QC1LE1455,1.91822,-452.78147,-6.10E-05,1.450001,0.01,-0.0306092,2.839497,-0.004257,-6.02E-20,415,2,158
,,,,,,,,,,,,
QC1LE1465,1.928208,-452.780974,-6.17E-05,1.460001,0.01,-0.0306141,2.841634,-0.003724,-4.85E-20,419,2,159
,,,,,,,,,,,,
QC1LE1475,1.938195,-452.780478,-6.23E-05,1.470001,0.01,-0.0306212,2.843767,-0.003189,-3.68E-20,423,2,160
,,,,,,,,,,,,
QC1LE1485,1.948183,-452.779982,-6.29E-05,1.480001,0.01,-0.0306315,2.845897,-0.002652,-2.51E-20,427,2,161
,,,,,,,,,,,,
QC1LE1495,1.958171,-452.779485,-6.33E-05,1.490001,0.01,-0.0306462,2.848027,-0.002113,-1.34E-20,431,2,162
,,,,,,,,,,,,
QC1LE1505,1.968158,-452.778988,-6.36E-05,1.500001,0.01,-0.0306677,2.850159,-0.001572,-1.69E-21,435,2,163
,,,,,,,,,,,,
QC1LE1515,1.978146,-452.778491,-6.38E-05,1.510001,0.01,-0.0306991,2.852294,-0.001029,1.00E-20,439,2,164
,,,,,,,,,,,,
QC1LE1525,1.988133,-452.777993,-6.39E-05,1.520001,0.01,-0.0307439,2.854434,-4.83E-04,2.18E-20,443,2,165
,,,,,,,,,,,,
QC1LE1535,1.998121,-452.777495,-6.40E-05,1.530001,0.01,-0.0308038,2.856582,6.55E-05,3.36E-20,447,2,166
,,,,,,,,,,,,
QC1LE1545,2.008109,-452.776996,-6.39E-05,1.540001,0.01,-0.0308654,2.858733,6.17E-04,4.54E-20,451,2,167
,,,,,,,,,,,,
QC1LE1555,2.018096,-452.776497,-6.38E-05,1.550001,0.01,-0.0308548,2.860871,0.001169,5.72E-20,455,2,168
,,,,,,,,,,,,
QC1LE1565,2.028084,-452.775998,-6.35E-05,1.560001,0.01,-0.0305015,2.862947,0.001718,6.86E-20,460,2,169
,,,,,,,,,,,,
QC1LE1575,2.038071,-452.775498,-6.32E-05,1.570001,0.01,-0.0290748,2.86485,0.002253,7.90E-20,464,2,170
,,,,,,,,,,,,
QC1LE1585,2.048059,-452.774998,-6.27E-05,1.580001,0.01,-0.0253364,2.866411,0.002746,8.76E-20,468,2,171
,,,,,,,,,,,,
QC1LE1595,2.058046,-452.774498,-6.22E-05,1.590001,0.01,-0.0186211,2.867484,0.003156,9.35E-20,472,2,172
,,,,,,,,,,,,
QC1LE1605,2.068034,-452.773998,-6.16E-05,1.600001,0.01,-0.0105216,2.868052,0.003444,9.66E-20,476,2,173
,,,,,,,,,,,,
QC1LE1615,2.078021,-452.773498,-6.10E-05,1.610001,0.01,-0.0041476,2.868246,0.003602,9.77E-20,480,2,174
,,,,,,,,,,,,
QC1LE1625,2.088009,-452.772997,-6.04E-05,1.620001,0.01,-9.21E-04,2.868245,0.003661,9.76E-20,484,2,175
,,,,,,,,,,,,
QC1LE1635,2.097996,-452.772497,-5.98E-05,1.630001,0.01,1.46E-04,2.868173,0.003667,9.73E-20,488,2,176
,,,,,,,,,,,,
QC1LE1645,2.107983,-452.771996,-5.91E-05,1.640001,0.01,3.47E-04,2.868089,0.003654,9.68E-20,492,2,177
,,,,,,,,,,,,
QC1LE1655,2.117971,-452.771496,-5.85E-05,1.650001,0.01,3.13E-04,2.868009,0.003637,9.64E-20,496,2,178
,,,,,,,,,,,,
QC1LE1665,2.127958,-452.770996,-5.78E-05,1.660001,0.01,2.43E-04,2.86794,0.00362,9.60E-20,500,2,179
,,,,,,,,,,,,
QC1LE1675,2.137946,-452.770495,-5.72E-05,1.670001,0.01,1.84E-04,2.867881,0.003606,9.57E-20,504,2,180
,,,,,,,,,,,,
QC1LE1685,2.147933,-452.769995,-5.66E-05,1.680001,0.01,1.42E-04,2.867831,0.003594,9.54E-20,508,2,181
,,,,,,,,,,,,
QC1LE1695,2.157921,-452.769495,-5.60E-05,1.690001,0.01,1.14E-04,2.867788,0.003583,9.51E-20,512,2,182
,,,,,,,,,,,,
QC1LE1705,2.167908,-452.768994,-5.53E-05,1.700001,0.01,9.36E-05,2.86775,0.003574,9.49E-20,516,2,183
,,,,,,,,,,,,
QC1LE1715,2.177896,-452.768494,-5.47E-05,1.710001,0.01,7.99E-05,2.867717,0.003567,9.47E-20,520,2,184
,,,,,,,,,,,,
QC1LE1725,2.187883,-452.767994,-5.41E-05,1.720001,0.01,7.02E-05,2.867688,0.00356,9.46E-20,524,2,185
,,,,,,,,,,,,
QC1LE1735,2.197871,-452.767494,-5.35E-05,1.730001,0.01,6.33E-05,2.867662,0.003555,9.44E-20,528,2,186
,,,,,,,,,,,,
QC1LE1745,2.207858,-452.766993,-5.29E-05,1.740001,0.01,5.83E-05,2.867638,0.00355,9.43E-20,532,2,187
,,,,,,,,,,,,
QC1LE1755,2.217846,-452.766493,-5.22E-05,1.750001,0.01,5.46E-05,2.867617,0.003545,9.42E-20,536,2,188
,,,,,,,,,,,,
QC1LE1765,2.227833,-452.765993,-5.16E-05,1.760001,0.01,5.19E-05,2.867598,0.003541,9.41E-20,540,2,189
,,,,,,,,,,,,
QC1LE1775,2.237821,-452.765492,-5.10E-05,1.770001,0.01,4.98E-05,2.86758,0.003537,9.40E-20,544,2,190
,,,,,,,,,,,,
QC1LE1785,2.247808,-452.764992,-5.04E-05,1.780001,0.01,4.81E-05,2.867563,0.003534,9.39E-20,548,2,191
,,,,,,,,,,,,
QC1LE1795,2.257796,-452.764492,-4.98E-05,1.790001,0.01,4.69E-05,2.867548,0.003531,9.38E-20,552,2,192
,,,,,,,,,,,,
QC1LE1805,2.267783,-452.763992,-4.91E-05,1.800001,0.01,4.59E-05,2.867533,0.003528,9.37E-20,556,2,193
,,,,,,,,,,,,
QC1LE1815,2.277771,-452.763491,-4.85E-05,1.810001,0.01,4.51E-05,2.867519,0.003525,9.37E-20,560,2,194
,,,,,,,,,,,,
QC1LE1825,2.287758,-452.762991,-4.79E-05,1.820001,0.01,4.45E-05,2.867507,0.003523,9.36E-20,564,2,195
,,,,,,,,,,,,
QC1LE1835,2.297746,-452.762491,-4.73E-05,1.830001,0.01,4.40E-05,2.867494,0.00352,9.35E-20,568,2,196
,,,,,,,,,,,,
QC1LE1845,2.307733,-452.761991,-4.67E-05,1.840001,0.01,4.36E-05,2.867483,0.003518,9.35E-20,572,2,197
,,,,,,,,,,,,
QC1LE1855,2.317721,-452.76149,-4.61E-05,1.850001,0.01,4.32E-05,2.867472,0.003516,9.34E-20,576,2,198
,,,,,,,,,,,,
QC1LE1865,2.327708,-452.76099,-4.55E-05,1.860001,0.01,4.29E-05,2.867461,0.003513,9.33E-20,580,2,199
,,,,,,,,,,,,
QC1LE1875,2.337695,-452.76049,-4.48E-05,1.870001,0.01,4.27E-05,2.867451,0.003511,9.33E-20,584,2,200
,,,,,,,,,,,,
QC1LE1885,2.347683,-452.759989,-4.42E-05,1.880001,0.01,4.25E-05,2.867441,0.003509,9.32E-20,588,2,201
,,,,,,,,,,,,
QC1LE1895,2.35767,-452.759489,-4.36E-05,1.890001,0.01,4.23E-05,2.867432,0.003507,9.32E-20,592,2,202
,,,,,,,,,,,,
QC1LE1905,2.367658,-452.758989,-4.30E-05,1.900001,0.01,4.20E-05,2.867424,0.003505,9.31E-20,596,2,203
,,,,,,,,,,,,
QC2LE2105,2.567408,-452.748984,-3.08E-05,2.100001,0.01,-3.35E-05,2.867423,0.003496,9.31E-20,638,3,204
,,,,,,,,,,,,
QC2LE2115,2.577395,-452.748484,-3.02E-05,2.110001,0.01,-3.42E-05,2.867424,0.003495,9.31E-20,642,3,205
,,,,,,,,,,,,
QC2LE2125,2.587382,-452.747983,-2.96E-05,2.120001,0.01,-3.48E-05,2.867424,0.003493,9.31E-20,646,3,206
,,,,,,,,,,,,
QC2LE2135,2.59737,-452.747483,-2.90E-05,2.130001,0.01,-3.54E-05,2.867424,0.003492,9.31E-20,650,3,207
,,,,,,,,,,,,
QC2LE2145,2.607357,-452.746983,-2.83E-05,2.140001,0.01,-3.59E-05,2.867424,0.00349,9.31E-20,654,3,208
,,,,,,,,,,,,
QC2LE2155,2.617345,-452.746483,-2.77E-05,2.150001,0.01,-3.66E-05,2.867424,0.003487,9.31E-20,658,3,209
,,,,,,,,,,,,
QC2LE2165,2.627332,-452.745982,-2.71E-05,2.160001,0.01,-3.73E-05,2.867425,0.003485,9.31E-20,662,3,210
,,,,,,,,,,,,
QC2LE2175,2.63732,-452.745482,-2.65E-05,2.170001,0.01,-3.82E-05,2.867425,0.003483,9.31E-20,666,3,211
,,,,,,,,,,,,
QC2LE2185,2.647307,-452.744982,-2.59E-05,2.180001,0.01,-3.92E-05,2.867425,0.003482,9.31E-20,670,3,212
,,,,,,,,,,,,
QC2LE2195,2.657295,-452.744482,-2.53E-05,2.190001,0.01,-4.05E-05,2.867426,0.003481,9.31E-20,674,3,213
,,,,,,,,,,,,
QC2LE2205,2.667282,-452.743981,-2.47E-05,2.200001,0.01,-4.20E-05,2.867426,0.003476,9.32E-20,678,3,214
,,,,,,,,,,,,
QC2LE2215,2.67727,-452.743481,-2.41E-05,2.210001,0.01,-4.38E-05,2.867426,0.003463,9.32E-20,682,3,215
,,,,,,,,,,,,
QC2LE2225,2.687257,-452.742981,-2.35E-05,2.220001,0.01,-4.60E-05,2.867426,0.003435,9.32E-20,686,3,216
,,,,,,,,,,,,
QC2LE2235,2.697245,-452.742481,-2.29E-05,2.230001,0.01,-4.87E-05,2.867427,0.00339,9.32E-20,690,3,217
,,,,,,,,,,,,
QC2LE2245,2.707232,-452.74198,-2.23E-05,2.240001,0.01,-5.20E-05,2.867427,0.003328,9.32E-20,694,3,218
,,,,,,,,,,,,
MQC2LE,2.71722,-452.74148,-2.17E-05,2.250001,0,0,2.867427,0.003252,9.32E-20,695,3,11
,,,,,,,,,,,,
QC2LE2255,2.71722,-452.74148,-2.17E-05,2.250001,0.01,-5.61E-05,2.867427,0.003253,9.32E-20,699,3,219
,,,,,,,,,,,,
QC2LE2265,2.727207,-452.74098,-2.12E-05,2.260001,0.01,-6.11E-05,2.867427,0.003167,9.32E-20,703,3,220
,,,,,,,,,,,,
QC2LE2275,2.737195,-452.74048,-2.06E-05,2.270001,0.01,-6.74E-05,2.867427,0.003075,9.32E-20,707,3,221
,,,,,,,,,,,,
QC2LE2285,2.747182,-452.739979,-2.01E-05,2.280001,0.01,-7.52E-05,2.867427,0.002981,9.32E-20,711,3,222
,,,,,,,,,,,,
QC2LE2295,2.75717,-452.739479,-1.96E-05,2.290001,0.01,-8.49E-05,2.867428,0.002889,9.32E-20,715,3,223
,,,,,,,,,,,,
QC2LE2305,2.767157,-452.738979,-1.91E-05,2.300001,0.01,-9.68E-05,2.867428,0.002803,9.32E-20,719,3,224
,,,,,,,,,,,,
QC2LE2315,2.777145,-452.738479,-1.86E-05,2.310001,0.01,-1.11E-04,2.867428,0.002726,9.32E-20,723,3,225
,,,,,,,,,,,,
QC2LE2325,2.787132,-452.737978,-1.81E-05,2.320001,0.01,-1.27E-04,2.867428,0.00266,9.32E-20,727,3,226
,,,,,,,,,,,,
QC2LE2335,2.79712,-452.737478,-1.77E-05,2.330001,0.01,-1.44E-04,2.867429,0.002606,9.32E-20,731,3,227
,,,,,,,,,,,,
QC2LE2345,2.807107,-452.736978,-1.72E-05,2.340001,0.01,-1.56E-04,2.867429,0.002565,9.32E-20,735,3,228
,,,,,,,,,,,,
QC2LE2355,2.817094,-452.736478,-1.68E-05,2.350001,0.01,-1.54E-04,2.86743,0.002536,9.32E-20,739,3,229
,,,,,,,,,,,,
QC2LE2365,2.827082,-452.735977,-1.63E-05,2.360001,0.01,-1.15E-04,2.86743,0.002516,9.32E-20,743,3,230
,,,,,,,,,,,,
QC2LE2375,2.837069,-452.735477,-1.59E-05,2.370001,0.01,5.24E-06,2.867431,0.002503,9.32E-20,747,3,231
,,,,,,,,,,,,
QC2LE2385,2.847057,-452.734977,-1.55E-05,2.380001,0.01,2.86E-04,2.86743,0.002495,9.32E-20,751,3,232
,,,,,,,,,,,,
QC2LE2395,2.857044,-452.734477,-1.50E-05,2.390001,0.01,8.43E-04,2.867429,0.00249,9.32E-20,755,3,233
,,,,,,,,,,,,
QC2LE2405,2.867032,-452.733976,-1.46E-05,2.400001,0.01,0.0018082,2.867425,0.002484,9.31E-20,759,3,234
,,,,,,,,,,,,
QC2LE2415,2.877019,-452.733476,-1.42E-05,2.410001,0.01,0.0032554,2.867418,0.002475,9.31E-20,763,3,235
,,,,,,,,,,,,
QC2LE2425,2.887007,-452.732976,-1.37E-05,2.420001,0.01,0.0051075,2.867404,0.002461,9.30E-20,767,3,236
,,,,,,,,,,,,
QC2LE2435,2.896994,-452.732476,-1.33E-05,2.430001,0.01,0.0071109,2.867381,0.00244,9.29E-20,771,3,237
,,,,,,,,,,,,
QC2LE2445,2.906982,-452.731975,-1.29E-05,2.440001,0.01,0.0089387,2.86735,0.002412,9.27E-20,775,3,238
,,,,,,,,,,,,
QC2LE2455,2.916969,-452.731475,-1.25E-05,2.450001,0.01,0.0103514,2.867311,0.002376,9.25E-20,780,3,239
,,,,,,,,,,,,
QC2LE2465,2.926957,-452.730975,-1.21E-05,2.460001,0.01,0.011286,2.867265,0.002336,9.23E-20,784,3,240
,,,,,,,,,,,,
QC2LE2475,2.936944,-452.730475,-1.17E-05,2.470001,0.01,0.0118219,2.867215,0.002291,9.20E-20,788,3,241
,,,,,,,,,,,,
QC2LE2485,2.946932,-452.729975,-1.13E-05,2.480001,0.01,0.0120897,2.867162,0.002245,9.17E-20,792,3,242
,,,,,,,,,,,,
QC2LE2495,2.956919,-452.729474,-1.09E-05,2.490001,0.01,0.0122036,2.867108,0.002199,9.14E-20,796,3,243
,,,,,,,,,,,,
QC2LE2505,2.966907,-452.728974,-1.05E-05,2.500001,0.01,0.0122395,2.867053,0.002152,9.11E-20,800,3,244
,,,,,,,,,,,,
QC2LE2515,2.976894,-452.728474,-1.01E-05,2.510001,0.01,0.0122401,2.866997,0.002105,9.08E-20,804,3,245
,,,,,,,,,,,,
QC2LE2525,2.986882,-452.727974,-9.76E-06,2.520001,0.01,0.0122271,2.866941,0.002058,9.05E-20,808,3,246
,,,,,,,,,,,,
QC2LE2535,2.996869,-452.727474,-9.40E-06,2.530001,0.01,0.0122105,2.866885,0.002012,9.02E-20,812,3,247
,,,,,,,,,,,,
QC2LE2545,3.006857,-452.726973,-9.05E-06,2.540001,0.01,0.0121945,2.866829,0.001966,8.99E-20,816,3,248
,,,,,,,,,,,,
QC2LE2555,3.016844,-452.726473,-8.71E-06,2.550001,0.01,0.0121805,2.866772,0.001921,8.96E-20,820,3,249
,,,,,,,,,,,,
QC2LE2565,3.026832,-452.725973,-8.38E-06,2.560001,0.01,0.0121689,2.866716,0.001875,8.93E-20,824,3,250
,,,,,,,,,,,,
QC2LE2575,3.036819,-452.725473,-8.06E-06,2.570001,0.01,0.0121594,2.866659,0.00183,8.89E-20,828,3,251
,,,,,,,,,,,,
QC2LE2585,3.046807,-452.724973,-7.74E-06,2.580001,0.01,0.0121519,2.866602,0.001786,8.86E-20,832,3,252
,,,,,,,,,,,,
QC2LE2595,3.056794,-452.724473,-7.44E-06,2.590001,0.01,0.0121458,2.866545,0.001741,8.83E-20,836,3,253
,,,,,,,,,,,,
QC2LE2605,3.066782,-452.723973,-7.14E-06,2.600001,0.01,0.012141,2.866488,0.001697,8.80E-20,840,3,254
,,,,,,,,,,,,
QC2LE2615,3.076769,-452.723473,-6.84E-06,2.610001,0.01,0.0121371,2.86643,0.001653,8.77E-20,844,3,255
,,,,,,,,,,,,
QC2LE2625,3.086757,-452.722973,-6.56E-06,2.620001,0.01,0.0121341,2.866373,0.001609,8.74E-20,848,3,256
,,,,,,,,,,,,
QC2LE2635,3.096744,-452.722473,-6.28E-06,2.630001,0.01,0.0121316,2.866315,0.001565,8.70E-20,852,3,257
,,,,,,,,,,,,
QC2LE2645,3.106732,-452.721973,-6.01E-06,2.640001,0.01,0.0121297,2.866257,0.001522,8.67E-20,856,3,258
,,,,,,,,,,,,
QC2LE2655,3.116719,-452.721472,-5.75E-06,2.650001,0.01,0.0121283,2.866198,0.001479,8.64E-20,860,3,259
,,,,,,,,,,,,
QC2LE2665,3.126706,-452.720972,-5.50E-06,2.660001,0.01,0.0121272,2.86614,0.001436,8.61E-20,864,3,260
,,,,,,,,,,,,
QC2LE2675,3.136694,-452.720472,-5.25E-06,2.670001,0.01,0.0121264,2.866082,0.001393,8.58E-20,868,3,261
,,,,,,,,,,,,
QC2LE2685,3.146681,-452.719972,-5.01E-06,2.680001,0.01,0.0121259,2.866023,0.00135,8.54E-20,872,3,262
,,,,,,,,,,,,
QC2LE2695,3.156669,-452.719472,-4.78E-06,2.690001,0.01,0.0121256,2.865964,0.001308,8.51E-20,876,3,263
,,,,,,,,,,,,
ZHQC2LE,3.166656,-452.718972,-4.55E-06,2.700001,0,0,2.865905,0.001266,8.48E-20,882,3,11
,,,,,,,,,,,,
ZVQC2LE,3.166656,-452.718972,-4.55E-06,2.700001,0,0,2.865905,0.003363,8.48E-20,883,3,11
,,,,,,,,,,,,
QC2LE2705,3.166656,-452.718972,-4.55E-06,2.700001,0.01,0.0121256,2.865905,0.001266,8.48E-20,886,3,263
,,,,,,,,,,,,
QC2LE2715,3.176644,-452.718472,-4.34E-06,2.710001,0.01,0.0121258,2.865846,0.001223,8.45E-20,890,3,264
,,,,,,,,,,,,
QC2LE2725,3.186631,-452.717972,-4.13E-06,2.720001,0.01,0.0121263,2.865787,0.001181,8.41E-20,894,3,265
,,,,,,,,,,,,
QC2LE2735,3.196619,-452.717472,-3.92E-06,2.730001,0.01,0.0121271,2.865727,0.00114,8.38E-20,898,3,266
,,,,,,,,,,,,
QC2LE2745,3.206606,-452.716973,-3.73E-06,2.740001,0.01,0.0121282,2.865668,0.001098,8.35E-20,902,3,267
,,,,,,,,,,,,
QC2LE2755,3.216594,-452.716473,-3.54E-06,2.750001,0.01,0.0121296,2.865608,0.001056,8.32E-20,906,3,268
,,,,,,,,,,,,
QC2LE2765,3.226581,-452.715973,-3.36E-06,2.760001,0.01,0.0121315,2.865549,0.001015,8.28E-20,910,3,269
,,,,,,,,,,,,
QC2LE2775,3.236569,-452.715473,-3.19E-06,2.770001,0.01,0.0121339,2.865489,9.74E-04,8.25E-20,914,3,270
,,,,,,,,,,,,
QC2LE2785,3.246556,-452.714973,-3.02E-06,2.780001,0.01,0.0121369,2.865429,9.32E-04,8.22E-20,918,3,271
,,,,,,,,,,,,
QC2LE2795,3.256544,-452.714473,-2.86E-06,2.790001,0.01,0.0121407,2.865369,8.91E-04,8.19E-20,922,3,272
,,,,,,,,,,,,
QC2LE2805,3.266531,-452.713973,-2.71E-06,2.800001,0.01,0.0121455,2.865309,8.50E-04,8.15E-20,926,3,273
,,,,,,,,,,,,
QC2LE2815,3.276519,-452.713473,-2.56E-06,2.810001,0.01,0.0121515,2.865249,8.10E-04,8.12E-20,930,3,274
,,,,,,,,,,,,
QC2LE2825,3.286506,-452.712973,-2.43E-06,2.820001,0.01,0.012159,2.865189,7.69E-04,8.09E-20,934,3,275
,,,,,,,,,,,,
QC2LE2835,3.296494,-452.712473,-2.30E-06,2.830001,0.01,0.0121683,2.865128,7.28E-04,8.05E-20,938,3,276
,,,,,,,,,,,,
QC2LE2845,3.306481,-452.711974,-2.17E-06,2.840001,0.01,0.0121799,2.865068,6.87E-04,8.02E-20,942,3,277
,,,,,,,,,,,,
QC2LE2855,3.316469,-452.711474,-2.06E-06,2.850001,0.01,0.0121937,2.865007,6.47E-04,7.99E-20,946,3,278
,,,,,,,,,,,,
QC2LE2865,3.326456,-452.710974,-1.95E-06,2.860001,0.01,0.0122097,2.864947,6.06E-04,7.95E-20,950,3,279
,,,,,,,,,,,,
QC2LE2875,3.336444,-452.710474,-1.84E-06,2.870001,0.01,0.0122262,2.864886,5.65E-04,7.92E-20,954,3,280
,,,,,,,,,,,,
QC2LE2885,3.346431,-452.709974,-1.75E-06,2.880001,0.01,0.0122394,2.864825,5.25E-04,7.89E-20,958,3,281
,,,,,,,,,,,,
